# Behaviour fixtures for the shipped catalog guardrails. Tab-separated:
#
#   rule-id <TAB> verdict <TAB> input <TAB> context
#
#   verdict  DENY | WARN | ALLOW
#   input    a file path for `event: file`, a command for `event: bash`
#   context  optional `key=value,key=value` —
#              branch=default   run with HEAD on the repo's default branch
#              path=<path>      for `match: content` rules: the file being edited
#                               (the input is then the edited content)
#
# `.github/scripts/test-catalog.py` installs the REAL catalog entry for each row, the
# way /lodestar-guardrails does, and asserts the engine's verdict. Every rule needs at
# least one positive and one negative case; validate.py fails a rule that lacks either,
# so a new catalog entry cannot ship untested.
#
# Prefer cases that pin a claim the rule's own body makes. A regex that merely compiles
# is already covered by validate.py; what is worth asserting is the edge the author had
# in mind — the lookahead, the stack scope, the quoted-argument exemption.

# --- secrets -------------------------------------------------------------------------
# The negative lookahead exists because an earlier version blocked .env.local.example.
nextjs-no-public-secrets	ALLOW	const u = process.env.NEXT_PUBLIC_SITE_URL	path=next/app/page.tsx
nextjs-no-public-secrets	ALLOW	const k = process.env.NEXT_PUBLIC_API_SECRET	path=web/src/app.ts

# --- advisory, on git commit ---------------------------------------------------------
commit-message-style	WARN	git commit -m "feat: x"
commit-message-style	WARN	git commit --amend
commit-message-style	ALLOW	git status
commit-message-style	ALLOW	echo "git commit -m x"

scan-secrets-before-commit	WARN	git commit -m "feat: x"
scan-secrets-before-commit	ALLOW	git log --oneline

verifier-before-commit	WARN	git commit -m "feat: x"
verifier-before-commit	ALLOW	git diff --cached

# --- self-silencing reminder ---------------------------------------------------------
# Fires only while the manifest lacks designGuidance.installed, which it does here.
design-guidance-on-ui-edits	WARN	web/components/Button.tsx
design-guidance-on-ui-edits	WARN	next/app/page.tsx
design-guidance-on-ui-edits	ALLOW	api/app/main.py
design-guidance-on-ui-edits	ALLOW	svc/db/seeds/001.sql

# --- emits: settings-hook ------------------------------------------------------------
# These never reach the engine — the picker writes a settings.json PostToolUse hook
# whose matcher uses this pattern, so the pattern is matched directly. WARN = matches.
autolint-on-edit	WARN	web/src/components/Button.tsx
autolint-on-edit	WARN	next/app/page.jsx
autolint-on-edit	ALLOW	web/scripts/build.js
autolint-on-edit	ALLOW	web/src/styles.css

python-autolint-on-edit	WARN	api/app/views.py
python-autolint-on-edit	ALLOW	api/README.md

php-autolint-on-edit	WARN	php/app/Models/User.php
php-autolint-on-edit	ALLOW	php/composer.json
